Date,Public Health Unit,Cases by episode date,Cases rate by episode date,Cases by reported date,Cases rate by reported date,Hospitalizations by episode date,Hospitalizations rate by episode date,Hospitalizations by reported date,Hospalizations rate by reported date,Deaths,Deaths rate
28-11-2020,Renfrew County and District Health Unit,8,7.4,0,0,0,0,0,0,0,0
29-11-2020,Renfrew County and District Health Unit,2,1.8,0,0,0,0,0,0,0,0
30-11-2020,Renfrew County and District Health Unit,4,3.7,0,0,0,0,0,0,0,0
01-12-2020,Renfrew County and District Health Unit,7,6.4,1,0.9,0,0,0,0,0,0
02-12-2020,Renfrew County and District Health Unit,5,4.6,1,0.9,0,0,0,0,0,0
03-12-2020,Renfrew County and District Health Unit,3,2.8,1,0.9,0,0,0,0,0,0
04-12-2020,Renfrew County and District Health Unit,3,2.8,19,17.5,0,0,0,0,0,0
05-12-2020,Renfrew County and District Health Unit,4,3.7,0,0,0,0,0,0,0,0
06-12-2020,Renfrew County and District Health Unit,2,1.8,7,6.4,0,0,0,0,0,0
07-12-2020,Renfrew County and District Health Unit,2,1.8,8,7.4,0,0,0,0,0,0
08-12-2020,Renfrew County and District Health Unit,4,3.7,1,0.9,0,0,0,0,0,0
09-12-2020,Renfrew County and District Health Unit,0,0,19,17.5,0,0,0,0,0,0
10-12-2020,Renfrew County and District Health Unit,2,1.8,4,3.7,0,0,0,0,0,0
11-12-2020,Renfrew County and District Health Unit,1,0.9,4,3.7,0,0,0,0,0,0
12-12-2020,Renfrew County and District Health Unit,1,0.9,3,2.8,0,0,0,0,0,0
13-12-2020,Renfrew County and District Health Unit,6,5.5,2,1.8,0,0,0,0,0,0
14-12-2020,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
15-12-2020,Renfrew County and District Health Unit,4,3.7,1,0.9,0,0,0,0,0,0
16-12-2020,Renfrew County and District Health Unit,2,1.8,5,4.6,0,0,0,0,0,0
17-12-2020,Renfrew County and District Health Unit,2,1.8,5,4.6,0,0,0,0,0,0
18-12-2020,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
19-12-2020,Renfrew County and District Health Unit,4,3.7,3,2.8,0,0,0,0,0,0
20-12-2020,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
21-12-2020,Renfrew County and District Health Unit,2,1.8,3,2.8,0,0,0,0,0,0
22-12-2020,Renfrew County and District Health Unit,3,2.8,0,0,0,0,0,0,0,0
23-12-2020,Renfrew County and District Health Unit,1,0.9,2,1.8,0,0,0,0,0,0
24-12-2020,Renfrew County and District Health Unit,5,4.6,2,1.8,0,0,0,0,0,0
25-12-2020,Renfrew County and District Health Unit,3,2.8,3,2.8,0,0,0,0,0,0
26-12-2020,Renfrew County and District Health Unit,3,2.8,0,0,0,0,0,0,0,0
27-12-2020,Renfrew County and District Health Unit,3,2.8,1,0.9,0,0,0,0,0,0
28-12-2020,Renfrew County and District Health Unit,6,5.5,3,2.8,0,0,0,0,0,0
29-12-2020,Renfrew County and District Health Unit,3,2.8,1,0.9,0,0,0,0,0,0
30-12-2020,Renfrew County and District Health Unit,6,5.5,3,2.8,1,0.9,0,0,0,0
31-12-2020,Renfrew County and District Health Unit,7,6.4,0,0,0,0,0,0,0,0
01-01-2021,Renfrew County and District Health Unit,3,2.8,6,5.5,0,0,0,0,0,0
02-01-2021,Renfrew County and District Health Unit,2,1.8,11,10.1,0,0,1,0.9,0,0
03-01-2021,Renfrew County and District Health Unit,0,0,2,1.8,0,0,0,0,0,0
04-01-2021,Renfrew County and District Health Unit,8,7.4,0,0,0,0,0,0,0,0
05-01-2021,Renfrew County and District Health Unit,3,2.8,1,0.9,0,0,0,0,0,0
06-01-2021,Renfrew County and District Health Unit,2,1.8,11,10.1,0,0,0,0,0,0
07-01-2021,Renfrew County and District Health Unit,1,0.9,9,8.3,0,0,0,0,0,0
08-01-2021,Renfrew County and District Health Unit,2,1.8,3,2.8,0,0,0,0,0,0
09-01-2021,Renfrew County and District Health Unit,1,0.9,2,1.8,0,0,0,0,0,0
10-01-2021,Renfrew County and District Health Unit,1,0.9,6,5.5,0,0,0,0,0,0
11-01-2021,Renfrew County and District Health Unit,2,1.8,1,0.9,0,0,0,0,0,0
12-01-2021,Renfrew County and District Health Unit,0,0,2,1.8,0,0,0,0,0,0
13-01-2021,Renfrew County and District Health Unit,2,1.8,1,0.9,0,0,0,0,0,0
14-01-2021,Renfrew County and District Health Unit,1,0.9,1,0.9,0,0,0,0,0,0
15-01-2021,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
16-01-2021,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
17-01-2021,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
18-01-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
19-01-2021,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
20-01-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,1,0.9
21-01-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
22-01-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
23-01-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
24-01-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
25-01-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
26-01-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
27-01-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
28-01-2021,Renfrew County and District Health Unit,1,0.9,2,1.8,0,0,0,0,0,0
29-01-2021,Renfrew County and District Health Unit,0,0,2,1.8,0,0,0,0,0,0
30-01-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
31-01-2021,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
01-02-2021,Renfrew County and District Health Unit,3,2.8,0,0,2,1.8,0,0,0,0
02-02-2021,Renfrew County and District Health Unit,1,0.9,1,0.9,0,0,0,0,0,0
03-02-2021,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
04-02-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
05-02-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
06-02-2021,Renfrew County and District Health Unit,0,0,2,1.8,0,0,2,1.8,0,0
07-02-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
08-02-2021,Renfrew County and District Health Unit,2,1.8,0,0,0,0,0,0,0,0
09-02-2021,Renfrew County and District Health Unit,1,0.9,2,1.8,0,0,0,0,0,0
10-02-2021,Renfrew County and District Health Unit,1,0.9,2,1.8,0,0,0,0,0,0
11-02-2021,Renfrew County and District Health Unit,0,0,1,0.9,0,0,0,0,0,0
12-02-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
13-02-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
14-02-2021,Renfrew County and District Health Unit,2,1.8,0,0,0,0,0,0,0,0
15-02-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
16-02-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
17-02-2021,Renfrew County and District Health Unit,5,4.6,1,0.9,0,0,0,0,0,0
18-02-2021,Renfrew County and District Health Unit,0,0,2,1.8,0,0,0,0,0,0
19-02-2021,Renfrew County and District Health Unit,5,4.6,3,2.8,0,0,0,0,0,0
20-02-2021,Renfrew County and District Health Unit,4,3.7,2,1.8,0,0,0,0,0,0
21-02-2021,Renfrew County and District Health Unit,5,4.6,3,2.8,1,0.9,0,0,0,0
22-02-2021,Renfrew County and District Health Unit,1,0.9,0,0,0,0,0,0,0,0
23-02-2021,Renfrew County and District Health Unit,6,5.5,3,2.8,0,0,0,0,0,0
24-02-2021,Renfrew County and District Health Unit,1,0.9,9,8.3,0,0,0,0,0,0
25-02-2021,Renfrew County and District Health Unit,3,2.8,3,2.8,0,0,0,0,0,0
26-02-2021,Renfrew County and District Health Unit,2,1.8,4,3.7,0,0,1,0.9,0,0
27-02-2021,Renfrew County and District Health Unit,1,0.9,4,3.7,0,0,0,0,0,0
28-02-2021,Renfrew County and District Health Unit,0,0,3,2.8,0,0,0,0,0,0
01-03-2021,Renfrew County and District Health Unit,0,0,0,0,0,0,0,0,0,0
15-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
16-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
17-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
18-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
19-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
20-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
21-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
22-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
23-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
24-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
25-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
26-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
27-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
28-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
29-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
30-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
31-01-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
01-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
02-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
03-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
04-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
05-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
06-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
07-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
08-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
09-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
10-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
11-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
12-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
13-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
14-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
15-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
16-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
17-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
18-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
19-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
20-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
21-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
22-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
23-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
24-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
25-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
26-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
27-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
28-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
29-02-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
01-03-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
02-03-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
03-03-2020,Simcoe Muskoka District Health Unit ,1,0.2,0,0,0,0,0,0,0,0
04-03-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
05-03-2020,Simcoe Muskoka District Health Unit ,4,0.7,0,0,0,0,0,0,0,0
06-03-2020,Simcoe Muskoka District Health Unit ,0,0,0,0,0,0,0,0,0,0
07-03-2020,Simcoe Muskoka District Health Unit ,2,0.3,0,0,1,0.2,0,0,0,0
08-03-2020,Simcoe Muskoka District Health Unit ,1,0.2,0,0,0,0,0,0,0,0
09-03-2020,Simcoe Muskoka District Health Unit ,3,0.5,0,0,2,0.3,0,0,0,0
10-03-2020,Simcoe Muskoka District Health Unit ,3,0.5,0,0,1,0.2,0,0,0,0
11-03-2020,Simcoe Muskoka District Health Unit ,1,0.2,1,0.2,1,0.2,0,0,1,0.2
12-03-2020,Simcoe Muskoka District Health Unit ,1,0.2,0,0,0,0,0,0,0,0
13-03-2020,Simcoe Muskoka District Health Unit ,3,0.5,1,0.2,0,0,0,0,0,0
14-03-2020,Simcoe Muskoka District Health Unit ,1,0.2,1,0.2,0,0,0,0,0,0
15-03-2020,Simcoe Muskoka District Health Unit ,2,0.3,0,0,1,0.2,0,0,0,0
16-03-2020,Simcoe Muskoka District Health Unit ,6,1,2,0.3,1,0.2,2,0.3,0,0
17-03-2020,Simcoe Muskoka District Health Unit ,4,0.7,1,0.2,0,0,0,0,0,0
18-03-2020,Simcoe Muskoka District Health Unit ,4,0.7,0,0,0,0,0,0,0,0
19-03-2020,Simcoe Muskoka District Health Unit ,3,0.5,2,0.3,2,0.3,0,0,0,0
20-03-2020,Simcoe Muskoka District Health Unit ,8,1.3,1,0.2,2,0.3,1,0.2,0,0
21-03-2020,Simcoe Muskoka District Health Unit ,6,1,1,0.2,0,0,0,0,0,0
22-03-2020,Simcoe Muskoka District Health Unit ,13,2.2,1,0.2,4,0.7,0,0,0,0
23-03-2020,Simcoe Muskoka District Health Unit ,4,0.7,4,0.7,2,0.3,2,0.3,0,0
24-03-2020,Simcoe Muskoka District Health Unit ,3,0.5,4,0.7,1,0.2,1,0.2,0,0
25-03-2020,Simcoe Muskoka District Health Unit ,3,0.5,7,1.2,1,0.2,2,0.3,1,0.2
26-03-2020,Simcoe Muskoka District Health Unit ,5,0.8,6,1,1,0.2,0,0,0,0
27-03-2020,Simcoe Muskoka District Health Unit ,6,1,6,1,0,0,3,0.5,0,0
28-03-2020,Simcoe Muskoka District Health Unit ,6,1,2,0.3,2,0.3,0,0,1,0.2
29-03-2020,Simcoe Muskoka District Health Unit ,5,0.8,4,0.7,0,0,1,0.2,1,0.2
30-03-2020,Simcoe Muskoka District Health Unit ,6,1,10,1.7,1,0.2,0,0,0,0
31-03-2020,Simcoe Muskoka District Health Unit ,6,1,4,0.7,0,0,2,0.3,0,0
01-04-2020,Simcoe Muskoka District Health Unit ,6,1,7,1.2,0,0,0,0,0,0
02-04-2020,Simcoe Muskoka District Health Unit ,6,1,8,1.3,1,0.2,3,0.5,0,0
03-04-2020,Simcoe Muskoka District Health Unit ,8,1.3,7,1.2,2,0.3,1,0.2,0,0
04-04-2020,Simcoe Muskoka District Health Unit ,9,1.5,4,0.7,0,0,2,0.3,1,0.2
05-04-2020,Simcoe Muskoka District Health Unit ,8,1.3,7,1.2,0,0,2,0.3,0,0
06-04-2020,Simcoe Muskoka District Health Unit ,6,1,10,1.7,0,0,0,0,0,0
07-04-2020,Simcoe Muskoka District Health Unit ,14,2.3,7,1.2,2,0.3,0,0,0,0
08-04-2020,Simcoe Muskoka District Health Unit ,7,1.2,7,1.2,1,0.2,1,0.2,0,0
09-04-2020,Simcoe Muskoka District Health Unit ,9,1.5,22,3.7,0,0,2,0.3,0,0
10-04-2020,Simcoe Muskoka District Health Unit ,6,1,2,0.3,0,0,1,0.2,1,0.2
11-04-2020,Simcoe Muskoka District Health Unit ,6,1,3,0.5,0,0,0,0,0,0
12-04-2020,Simcoe Muskoka District Health Unit ,10,1.7,8,1.3,0,0,0,0,0,0
13-04-2020,Simcoe Muskoka District Health Unit ,5,0.8,8,1.3,0,0,1,0.2,1,0.2
14-04-2020,Simcoe Muskoka District Health Unit ,6,1,5,0.8,0,0,0,0,3,0.5
15-04-2020,Simcoe Muskoka District Health Unit ,4,0.7,9,1.5,1,0.2,0,0,0,0
16-04-2020,Simcoe Muskoka District Health Unit ,3,0.5,12,2,1,0.2,0,0,0,0
17-04-2020,Simcoe Muskoka District Health Unit ,8,1.3,5,0.8,0,0,0,0,0,0
18-04-2020,Simcoe Muskoka District Health Unit ,8,1.3,10,1.7,1,0.2,2,0.3,0,0
19-04-2020,Simcoe Muskoka District Health Unit ,2,0.3,0,0,0,0,0,0,1,0.2
20-04-2020,Simcoe Muskoka District Health Unit ,8,1.3,13,2.2,0,0,1,0.2,2,0.3
21-04-2020,Simcoe Muskoka District Health Unit ,6,1,10,1.7,0,0,1,0.2,0,0
22-04-2020,Simcoe Muskoka District Health Unit ,7,1.2,14,2.3,0,0,0,0,0,0
23-04-2020,Simcoe Muskoka District Health Unit ,5,0.8,3,0.5,0,0,0,0,0,0
24-04-2020,Simcoe Muskoka District Health Unit ,3,0.5,9,1.5,0,0,0,0,0,0
25-04-2020,Simcoe Muskoka District Health Unit ,7,1.2,2,0.3,2,0.3,0,0,0,0
26-04-2020,Simcoe Muskoka District Health Unit ,6,1,9,1.5,1,0.2,1,0.2,0,0
27-04-2020,Simcoe Muskoka District Health Unit ,7,1.2,2,0.3,0,0,0,0,0,0
28-04-2020,Simcoe Muskoka District Health Unit ,9,1.5,5,0.8,1,0.2,0,0,0,0
29-04-2020,Simcoe Muskoka District Health Unit ,18,3,11,1.8,1,0.2,3,0.5,2,0.3
30-04-2020,Simcoe Muskoka District Health Unit ,12,2,7,1.2,3,0.5,1,0.2,3,0.5
01-05-2020,Simcoe Muskoka District Health Unit ,18,3,18,3,4,0.7,1,0.2,0,0
02-05-2020,Simcoe Muskoka District Health Unit ,12,2,5,0.8,2,0.3,0,0,0,0
03-05-2020,Simcoe Muskoka District Health Unit ,5,0.8,9,1.5,1,0.2,4,0.7,2,0.3
04-05-2020,Simcoe Muskoka District Health Unit ,11,1.8,11,1.8,0,0,1,0.2,2,0.3
05-05-2020,Simcoe Muskoka District Health Unit ,5,0.8,18,3,0,0,3,0.5,1,0.2
06-05-2020,Simcoe Muskoka District Health Unit ,4,0.7,7,1.2,0,0,0,0,0,0
07-05-2020,Simcoe Muskoka District Health Unit ,2,0.3,6,1,0,0,0,0,0,0
08-05-2020,Simcoe Muskoka District Health Unit ,9,1.5,7,1.2,0,0,1,0.2,1,0.2
09-05-2020,Simcoe Muskoka District Health Unit ,3,0.5,5,0.8,0,0,0,0,2,0.3
10-05-2020,Simcoe Muskoka District Health Unit ,5,0.8,4,0.7,1,0.2,0,0,1,0.2
11-05-2020,Simcoe Muskoka District Health Unit ,8,1.3,2,0.3,0,0,0,0,2,0.3
12-05-2020,Simcoe Muskoka District Health Unit ,7,1.2,11,1.8,0,0,1,0.2,1,0.2
13-05-2020,Simcoe Muskoka District Health Unit ,8,1.3,8,1.3,1,0.2,0,0,1,0.2
14-05-2020,Simcoe Muskoka District Health Unit ,3,0.5,10,1.7,0,0,1,0.2,1,0.2
15-05-2020,Simcoe Muskoka District Health Unit ,8,1.3,9,1.5,1,0.2,0,0,1,0.2
16-05-2020,Simcoe Muskoka District Health Unit ,2,0.3,3,0.5,0,0,0,0,1,0.2
17-05-2020,Simcoe Muskoka District Health Unit ,4,0.7,11,1.8,0,0,1,0.2,0,0
18-05-2020,Simcoe Muskoka District Health Unit ,6,1,3,0.5,0,0,0,0,0,0
19-05-2020,Simcoe Muskoka District Health Unit ,4,0.7,3,0.5,1,0.2,1,0.2,0,0
20-05-2020,Simcoe Muskoka District Health Unit ,3,0.5,6,1,1,0.2,1,0.2,0,0
21-05-2020,Simcoe Muskoka District Health Unit ,5,0.8,5,0.8,0,0,1,0.2,0,0
22-05-2020,Simcoe Muskoka District Health Unit ,1,0.2,7,1.2,0,0,0,0,0,0
23-05-2020,Simcoe Muskoka District Health Unit ,3,0.5,3,0.5,0,0,0,0,0,0
24-05-2020,Simcoe Muskoka District Health Unit ,3,0.5,1,0.2,0,0,0,0,0,0
25-05-2020,Simcoe Muskoka District Health Unit ,5,0.8,1,0.2,1,0.2,0,0,0,0
26-05-2020,Simcoe Muskoka District Health Unit ,5,0.8,2,0.3,2,0.3,1,0.2,0,0
27-05-2020,Simcoe Muskoka District Health Unit ,3,0.5,3,0.5,0,0,0,0,0,0
28-05-2020,Simcoe Muskoka District Health Unit ,4,0.7,6,1,0,0,0,0,0,0
29-05-2020,Simcoe Muskoka District Health Unit ,2,0.3,5,0.8,0,0,1,0.2,0,0
30-05-2020,Simcoe Muskoka District Health Unit ,3,0.5,2,0.3,1,0.2,0,0,0,0
31-05-2020,Simcoe Muskoka District Health Unit ,0,0,3,0.5,0,0,0,0,0,0
01-06-2020,Simcoe Muskoka District Health Unit ,4,0.7,5,0.8,0,0,1,0.2,0,0
02-06-2020,Simcoe Muskoka District Health Unit ,4,0.7,0,0,0,0,0,0,0,0
03-06-2020,Simcoe Muskoka District Health Unit ,5,0.8,1,0.2,1,0.2,0,0,0,0
04-06-2020,Simcoe Muskoka District Health Unit ,3,0.5,4,0.7,0,0,0,0,0,0
05-06-2020,Simcoe Muskoka District Health Unit ,2,0.3,6,1,0,0,1,0.2,0,0
06-06-2020,Simcoe Muskoka District Health Unit ,2,0.3,2,0.3,0,0,0,0,0,0
07-06-2020,Simcoe Muskoka District Health Unit ,6,1,4,0.7,0,0,0,0,0,0
08-06-2020,Simcoe Muskoka District Health Unit ,4,0.7,3,0.5,1,0.2,0,0,0,0
09-06-2020,Simcoe Muskoka District Health Unit ,0,0,3,0.5,0,0,1,0.2,0,0
10-06-2020,Simcoe Muskoka District Health Unit ,6,1,6,1,0,0,0,0,0,0
11-06-2020,Simcoe Muskoka District Health Unit ,3,0.5,2,0.3,0,0,0,0,0,0
12-06-2020,Simcoe Muskoka District Health Unit ,7,1.2,2,0.3,0,0,0,0,0,0
13-06-2020,Simcoe Muskoka District Health Unit ,5,0.8,0,0,1,0.2,0,0,0,0
14-06-2020,Simcoe Muskoka District Health Unit ,8,1.3,10,1.7,1,0.2,0,0,0,0
15-06-2020,Simcoe Muskoka District Health Unit ,10,1.7,5,0.8,0,0,0,0,0,0
16-06-2020,Simcoe Muskoka District Health Unit ,2,0.3,0,0,0,0,0,0,0,0
17-06-2020,Simcoe Muskoka District Health Unit ,14,2.3,3,0.5,0,0,1,0.2,0,0
18-06-2020,Simcoe Muskoka District Health Unit ,5,0.8,24,4,0,0,1,0.2,0,0
19-06-2020,Simcoe Muskoka District Health Unit ,6,1,3,0.5,0,0,0,0,0,0
20-06-2020,Simcoe Muskoka District Health Unit ,6,1,4,0.7,1,0.2,0,0,0,0
21-06-2020,Simcoe Muskoka District Health Unit ,2,0.3,5,0.8,0,0,1,0.2,0,0
22-06-2020,Simcoe Muskoka District Health Unit ,6,1,13,2.2,0,0,1,0.2,0,0
23-06-2020,Simcoe Muskoka District Health Unit ,0,0,6,1,0,0,0,0,0,0
24-06-2020,Simcoe Muskoka District Health Unit ,4,0.7,7,1.2,0,0,0,0,0,0
25-06-2020,Simcoe Muskoka District Health Unit ,6,1,2,0.3,0,0,0,0,0,0
26-06-2020,Simcoe Muskoka District Health Unit ,0,0,2,0.3,0,0,0,0,0,0
27-06-2020,Simcoe Muskoka District Health Unit ,1,0.2,3,0.5,0,0,0,0,0,0
28-06-2020,Simcoe Muskoka District Health Unit ,2,0.3,1,0.2,1,0.2,0,0,0,0
29-06-2020,Simcoe Muskoka District Health Unit ,1,0.2,0,0,0,0,0,0,0,0
30-06-2020,Simcoe Muskoka District Health Unit ,1,0.2,0,0,0,0,0,0,0,0
01-07-2020,Simcoe Muskoka District Health Unit ,0,0,3,0.5,0,0,0,0,0,0
02-07-2020,Simcoe Muskoka District Health Unit ,1,0.2,1,0.2,1,0.2,0,0,0,0
03-07-2020,Simcoe Muskoka District Health Unit ,1,0.2,0,0,0,0,0,0,0,0
04-07-2020,Simcoe Muskoka District Health Unit ,1,0.2,1,0.2,0,0,0,0,0,0
05-07-2020,Simcoe Muskoka District Health Unit ,0,0,3,0.5,0,0,1,0.2,0,0
06-07-2020,Simcoe Muskoka District Health Unit ,3,0.5,0,0,0,0,0,0,0,0
07-07-2020,Simcoe Muskoka District Health Unit ,0,0,1,0.2,0,0,0,0,0,0
08-07-2020,Simcoe Muskoka District Health Unit ,1,0.2,2,0.3,0,0,0,0,0,0
09-07-2020,Simcoe Muskoka District Health Unit ,2,0.3,0,0,0,0,0,0,0,0
10-07-2020,Simcoe Muskoka District Health Unit ,2,0.3,1,0.2,0,0,0,0,0,0
11-07-2020,Simcoe Muskoka District Health Unit ,3,0.5,1,0.2,0,0,0,0,0,0
12-07-2020,Simcoe Muskoka District Health Unit ,2,0.3,2,0.3,0,0,0,0,0,0
13-07-2020,Simcoe Muskoka District Health Unit ,6,1,3,0.5,0,0,0,0,0,0
14-07-2020,Simcoe Muskoka District Health Unit ,5,0.8,1,0.2,0,0,1,0.2,0,0
15-07-2020,Simcoe Muskoka District Health Unit ,4,0.7,4,0.7,0,0,0,0,0,0
16-07-2020,Simcoe Muskoka District Health Unit ,2,0.3,7,1.2,0,0,0,0,0,0
17-07-2020,Simcoe Muskoka District Health Unit ,3,0.5,2,0.3,0,0,0,0,0,0
18-07-2020,Simcoe Muskoka District Health Unit ,1,0.2,5,0.8,0,0,0,0,0,0
19-07-2020,Simcoe Muskoka District Health Unit ,1,0.2,1,0.2,0,0,0,0,0,0
20-07-2020,Simcoe Muskoka District Health Unit ,4,0.7,2,0.3,1,0.2,0,0,0,0
21-07-2020,Simcoe Muskoka District Health Unit ,3,0.5,2,0.3,0,0,0,0,0,0
22-07-2020,Simcoe Muskoka District Health Unit ,3,0.5,5,0.8,0,0,1,0.2,0,0
23-07-2020,Simcoe Muskoka District Health Unit ,2,0.3,2,0.3,0,0,0,0,0,0
24-07-2020,Simcoe Muskoka District Health Unit ,0,0,4,0.7,0,0,0,0,0,0
25-07-2020,Simcoe Muskoka District Health Unit ,1,0.2,1,0.2,0,0,0,0,0,0
26-07-2020,Simcoe Muskoka District Health Unit ,0,0,1,0.2,0,0,0,0,0,0
27-07-2020,Simcoe Muskoka District Health Unit ,3,0.5,0,0,1,0.2,0,0,0,0
28-07-2020,Simcoe Muskoka District Health Unit ,0,0,3,0.5,0,0,0,0,0,0
29-07-2020,Simcoe Muskoka District Health Unit ,0,0,3,0.5,0,0,1,0.2,0,0
30-07-2020,Simcoe Muskoka District Health Unit ,3,0.5,1,0.2,0,0,0,0,0,0
31-07-2020,Simcoe Muskoka District Health Unit ,2,0.3,0,0,1,0.2,0,0,0,0
01-08-2020,Simcoe Muskoka District Health Unit ,0,0,1,0.2,0,0,0,0,1,0.2
02-08-2020,Simcoe Muskoka District Health Unit ,0,0,1,0.2,0,0,0,0,0,0
